ID,Incident_Num,Incident_Type,Occured_date_time,Precinct,Sector,Beat,Officer_ID,Subject_ID,Subject_Race,Subject_Gender
8992-881-6842,8992,Level 1 - Use of Force,2015-12-19T20:15:00,S,O,O1,881,6842,Black or African American,Male
8988-1857-6838,8988,Level 1 - Use of Force,2015-12-19T10:20:00,W,D,D2,1857,6838,White,Male
8995-2122-6842,8995,Level 1 - Use of Force,2015-12-19T20:18:00,S,O,O1,2122,6842,Black or African American,Male
8994-2143-6842,8994,Level 1 - Use of Force,2015-12-19T20:10:00,S,O,O1,2143,6842,Black or African American,Male
8993-1264-6842,8993,Level 1 - Use of Force,2015-12-19T20:18:00,S,O,O1,1264,6842,Black or African American,Male
8993-1264-6843,8993,Level 1 - Use of Force,2015-12-19T20:18:00,S,O,O1,1264,6843,White,Female
8991-1150-6842,8991,Level 1 - Use of Force,2015-12-19T20:10:00,S,O,O1,1150,6842,Black or African American,Male
8848-2103-7746,8848,Level 1 - Use of Force,2015-12-06T13:50:00,N,U,U3,2103,7746,White,Male
8803-2102-7746,8803,Level 1 - Use of Force,2015-12-06T13:55:00,N,U,U3,2102,7746,White,Male
8782-643-7746,8782,Level 1 - Use of Force,2015-12-06T13:58:00,N,U,U3,643,7746,White,Male
8780-615-7746,8780,Level 1 - Use of Force,2015-12-06T13:50:00,N,U,U3,615,7746,White,Male
8779-762-7746,8779,Level 1 - Use of Force,2015-12-06T14:00:00,N,U,U3,762,7746,White,Male
8777-1091-7746,8777,Level 1 - Use of Force,2015-12-06T12:45:00,N,U,U3,1091,7746,White,Male
8771-1720-2818,8771,Level 1 - Use of Force,2015-12-06T13:30:00,N,U,U3,1720,2818,White,Male
8769-1585-2989,8769,Level 1 - Use of Force,2015-12-06T14:00:00,N,U,U3,1585,2989,White,Male
8764-771-7746,8764,Level 1 - Use of Force,2015-12-06T13:53:00,N,U,U3,771,7746,White,Male
8762-1073-7746,8762,Level 1 - Use of Force,2015-12-06T13:50:00,N,U,U3,1073,7746,White,Male
8760-2128-7746,8760,Level 1 - Use of Force,2015-12-06T13:22:00,N,U,U3,2128,7746,White,Male
8793-1740-7746,8793,Level 2 - Use of Force,2015-12-06T14:29:00,N,U,U3,1740,7746,White,Male
8784-689-2989,8784,Level 2 - Use of Force,2015-12-06T13:45:00,N,U,U2,689,2989,White,Male
8783-1665-7746,8783,Level 2 - Use of Force,2015-12-06T13:51:00,N,U,U3,1665,7746,White,Male
8770-1044-7746,8770,Level 2 - Use of Force,2015-12-06T14:03:00,N,U,U3,1044,7746,White,Male
8766-701-7746,8766,Level 2 - Use of Force,2015-12-06T13:29:00,N,U,U3,701,7746,White,Male
8703-1634-6671,8703,Level 2 - Use of Force,2015-11-27T14:40:00,W,M,M2,1634,6671,White,Female
8696-1677-6671,8696,Level 2 - Use of Force,2015-11-27T14:40:00,W,M,M2,1677,6671,White,Female
8639-907-6608,8639,Level 2 - Use of Force,2015-11-27T16:00:00,W,M,M2,907,6608,White,Male
8638-1575-6608,8638,Level 2 - Use of Force,2015-11-27T15:00:00,W,M,M2,1575,6608,White,Male
8894-1819-6785,8894,Level 1 - Use of Force,2015-12-13T23:30:00,W,M,M2,1819,6785,White,Male
9000-1697-6849,9000,Level 1 - Use of Force,2015-12-20T22:08:00,W,D,D2,1697,6849,Hispanic or Latino,Male
8999-1779-6849,8999,Level 1 - Use of Force,2015-12-20T22:22:00,W,D,D2,1779,6849,Hispanic or Latino,Male
9059-1811-6130,9059,Level 1 - Use of Force,2015-12-27T15:32:00,E,E,E1,1811,6130,Black or African American,Male
9062-2132-6949,9062,Level 1 - Use of Force,2015-12-27T22:30:00,N,L,L1,2132,6949,Asian,Female
9079-1815-6955,9079,Level 1 - Use of Force,2015-12-28T14:21:00,E,E,E2,1815,6955,,Male
9080-1811-6957,9080,Level 1 - Use of Force,2015-12-28T14:21:00,E,E,E2,1811,6957,Black or African American,Male
9082-1781-6961,9082,Level 1 - Use of Force,2015-12-29T22:00:00,N,L,L3,1781,6961,White,Female
9083-1729-6962,9083,Level 1 - Use of Force,2015-12-28T22:35:00,W,Q,Q1,1729,6962,White,Male
9127-2109-6989,9127,Level 1 - Use of Force,2015-12-31T05:10:00,W,D,D3,2109,6989,White,Female
9093-1896-6968,9093,Level 1 - Use of Force,2015-12-29T12:43:00,S,S,S1,1896,6968,Black or African American,Male
19799-1239-15404,19799,Level 2 - Use of Force,2018-02-05T20:44:00,W,M,M2,1239,15404,,Male
8586-1588-5995,8586,Level 2 - Use of Force,2015-11-22T07:45:00,N,N,N2,1588,5995,White,Female
8864-1164-6755,8864,Level 2 - Use of Force,2015-12-10T22:21:00,W,M,M3,1164,6755,Black or African American,Male
8863-1604-6755,8863,Level 2 - Use of Force,2015-12-10T22:21:00,W,M,M3,1604,6755,Black or African American,Male
8987-1588-6837,8987,Level 1 - Use of Force,2015-12-19T04:40:00,N,B,B1,1588,6837,White,Male
9081-1167-6963,9081,Level 1 - Use of Force,2015-12-28T21:28:00,S,S,S1,1167,6963,White,Male
9004-1877-6850,9004,Level 1 - Use of Force,2015-12-20T08:30:00,E,G,G1,1877,6850,,Male
9055-1658-6938,9055,Level 1 - Use of Force,2015-12-26T14:12:00,N,B,B1,1658,6938,White,Male
9096-1642-2836,9096,Level 1 - Use of Force,2015-12-29T02:01:00,N,B,B2,1642,2836,White,Male
9097-1799-6970,9097,Level 1 - Use of Force,2015-12-29T20:10:00,N,N,N3,1799,6970,,Male
9104-1807-6975,9104,Level 1 - Use of Force,2015-12-29T20:28:00,E,E,E1,1807,6975,Black or African American,Male
9104-1807-6976,9104,Level 1 - Use of Force,2015-12-29T20:28:00,E,E,E1,1807,6976,Black or African American,Male
9119-1762-6976,9119,Level 1 - Use of Force,2015-12-29T20:30:00,E,E,E1,1762,6976,Black or African American,Male
9119-1762-6978,9119,Level 1 - Use of Force,2015-12-29T20:30:00,E,E,E1,1762,6978,Black or African American,Male
8674-1040-6650,8674,Level 2 - Use of Force,2015-12-01T10:47:00,S,S,S1,1040,6650,Black or African American,Male
8671-1777-6650,8671,Level 2 - Use of Force,2015-12-01T10:22:00,S,S,S1,1777,6650,Black or African American,Male
8672-1746-6650,8672,Level 2 - Use of Force,2015-12-01T10:22:00,S,S,S1,1746,6650,Black or African American,Male
8676-1764-6650,8676,Level 2 - Use of Force,2015-12-01T10:22:00,S,S,S1,1764,6650,Black or African American,Male
8716-1692-6650,8716,Level 2 - Use of Force,2015-12-01T10:22:00,S,S,S1,1692,6650,Black or African American,Male
8745-1718-6650,8745,Level 2 - Use of Force,2015-12-01T10:30:00,S,S,S1,1718,6650,Black or African American,Male
9033-1559-6863,9033,Level 2 - Use of Force,2015-12-22T15:03:00,N,B,B2,1559,6863,Black or African American,Male
19344-1623-15241,19344,Level 2 - Use of Force,2018-01-25T02:43:00,S,O,O3,1623,15241,,Male
19327-953-15230,19327,Level 1 - Use of Force,2018-01-25T02:44:00,S,O,O3,953,15230,,Male
19339-1770-15230,19339,Level 1 - Use of Force,2018-01-25T02:06:00,S,O,O3,1770,15230,,Male
19340-1576-15241,19340,Level 1 - Use of Force,2018-01-25T02:30:00,S,O,O3,1576,15241,,Male
19341-1254-15241,19341,Level 1 - Use of Force,2018-01-25T02:30:00,S,O,O3,1254,15241,,Male
19342-1732-15241,19342,Level 1 - Use of Force,2018-01-25T02:40:00,S,O,O3,1732,15241,,Male
6219-1627-5143,6219,Level 2 - Use of Force,2015-07-25T22:27:00,S,R,R1,1627,5143,Black or African American,Male
9149-1721-7010,9149,Level 1 - Use of Force,2016-01-03T02:12:00,N,J,J1,1721,7010,Hispanic or Latino,Male
9002-1812-6844,9002,Level 2 - Use of Force,2015-12-19T03:04:00,E,E,E2,1812,6844,White,Male
9247-1808-7067,9247,Level 1 - Use of Force,2016-01-09T13:43:00,W,Q,Q3,1808,7067,Black or African American,Male
9250-1567-7067,9250,Level 1 - Use of Force,2016-01-09T13:43:00,W,Q,Q3,1567,7067,Black or African American,Male
9229-1742-7044,9229,Level 1 - Use of Force,2016-01-04T00:25:00,N,U,U2,1742,7044,White,Male
9177-1604-7023,9177,Level 1 - Use of Force,2016-01-04T20:30:00,W,K,K3,1604,7023,Asian,Male
9129-490-6990,9129,Level 1 - Use of Force,2015-12-31T20:00:00,W,K,K1,490,6990,White,Male
9130-456-6990,9130,Level 1 - Use of Force,2015-12-31T20:05:00,W,K,K1,456,6990,White,Male
9123-1169-6981,9123,Level 1 - Use of Force,2015-12-31T02:18:00,S,O,O1,1169,6981,,Male
9123-1169-6982,9123,Level 1 - Use of Force,2015-12-31T02:18:00,S,O,O1,1169,6982,,Male
9124-456-6980,9124,Level 1 - Use of Force,2015-12-31T20:20:00,S,O,O1,456,6980,Black or African American,Male
9124-456-6981,9124,Level 1 - Use of Force,2015-12-31T20:20:00,S,O,O1,456,6981,,Male
9124-456-6983,9124,Level 1 - Use of Force,2015-12-31T20:20:00,S,O,O1,456,6983,Asian,Male
9053-1223-6934,9053,Level 1 - Use of Force,2015-12-26T07:00:00,N,L,L2,1223,6934,Asian,Female
14558-1047-7458,14558,Level 1 - Use of Force,2017-02-22T14:30:00,W,Q,Q3,1047,7458,Black or African American,Male
15044-2307-12134,15044,Level 1 - Use of Force,2017-03-30T16:35:00,W,Q,Q3,2307,12134,,Male
15952-1169-12637,15952,Level 1 - Use of Force,2017-06-08T00:07:00,S,O,O1,1169,12637,,Male
9120-1807-6979,9120,Level 1 - Use of Force,2015-12-29T21:41:00,E,E,E1,1807,6979,White,Male
9095-505-6969,9095,Level 1 - Use of Force,2015-12-29T13:13:00,W,M,M2,505,6969,Black or African American,Male
9230-2126-7045,9230,Level 1 - Use of Force,2016-01-07T22:30:00,S,O,O2,2126,7045,Black or African American,Male
9244-1239-7062,9244,Level 1 - Use of Force,2016-01-08T21:26:00,W,K,K3,1239,7062,Black or African American,Female
9133-1763-6997,9133,Level 2 - Use of Force,2016-01-01T06:46:00,S,O,O3,1763,6997,Black or African American,Male
9136-1619-6997,9136,Level 2 - Use of Force,2016-01-01T07:03:00,S,O,O3,1619,6997,Black or African American,Male
9137-1692-6997,9137,Level 2 - Use of Force,2016-01-01T06:46:00,S,O,O3,1692,6997,Black or African American,Male
9138-1698-6997,9138,Level 2 - Use of Force,2016-01-01T07:03:00,S,O,O3,1698,6997,Black or African American,Male
9148-1239-4508,9148,Level 2 - Use of Force,2016-01-02T21:00:00,W,M,M2,1239,4508,Black or African American,Male
9146-1697-4508,9146,Level 1 - Use of Force,2016-01-02T21:00:00,W,M,M2,1697,4508,Black or African American,Male
9147-1164-4508,9147,Level 1 - Use of Force,2016-01-02T21:00:00,W,M,M2,1164,4508,Black or African American,Male
9257-1752-7075,9257,Level 1 - Use of Force,2016-01-10T21:16:00,N,J,J2,1752,7075,White,Female
8997-1866-6845,8997,Level 1 - Use of Force,2015-12-20T08:25:00,W,K,K3,1866,6845,Black or African American,Female
8997-1866-6846,8997,Level 1 - Use of Force,2015-12-20T08:25:00,W,K,K3,1866,6846,Black or African American,Female
9023-751-6845,9023,Level 1 - Use of Force,2015-12-20T08:23:00,W,K,K3,751,6845,Black or African American,Female
9023-751-6846,9023,Level 1 - Use of Force,2015-12-20T08:23:00,W,K,K3,751,6846,Black or African American,Female
9134-1803-6997,9134,Level 2 - Use of Force,2016-01-01T06:46:00,S,O,O3,1803,6997,Black or African American,Male
9135-1568-6997,9135,Level 2 - Use of Force,2016-01-01T07:05:00,S,O,O3,1568,6997,Black or African American,Male
9154-736-7014,9154,Level 1 - Use of Force,2016-01-03T15:45:00,N,N,N2,736,7014,White,Female
9156-1867-7019,9156,Level 1 - Use of Force,2016-01-03T15:45:00,N,N,N2,1867,7019,White,Female
9065-2126-6950,9065,Level 1 - Use of Force,2015-12-25T10:48:00,S,R,R2,2126,6950,Asian,Male
9066-1689-6952,9066,Level 1 - Use of Force,2015-12-25T11:00:00,S,R,R2,1689,6952,Asian,Male
9064-1699-6950,9064,Level 1 - Use of Force,2015-12-25T11:00:00,S,R,R2,1699,6950,Asian,Male
9063-1668-6950,9063,Level 1 - Use of Force,2015-12-25T11:00:00,S,R,R2,1668,6950,Asian,Male
9051-675-6928,9051,Level 2 - Use of Force,2015-12-24T14:47:00,W,D,D2,675,6928,White,Male
9048-1153-6928,9048,Level 2 - Use of Force,2015-02-24T14:47:00,W,D,D2,1153,6928,White,Male
9118-1846-6928,9118,Level 1 - Use of Force,2015-12-24T14:47:00,W,D,D2,1846,6928,White,Male
9227-115-7043,9227,Level 1 - Use of Force,2016-01-07T16:04:00,E,E,E2,115,7043,White,Male
9236-1735-7059,9236,Level 1 - Use of Force,2016-01-08T09:58:00,W,K,K1,1735,7059,Black or African American,Male
9256-1807-7072,9256,Level 1 - Use of Force,2016-01-10T02:54:00,E,E,E2,1807,7072,,Female
5832-736-4835,5832,Level 2 - Use of Force,2015-06-28T15:02:00,N,B,B1,736,4835,White,Male
9132-1592-6994,9132,Level 1 - Use of Force,2016-01-01T04:16:00,S,S,S3,1592,6994,White,Female
9143-1574-7000,9143,Level 1 - Use of Force,2016-01-01T22:15:00,S,O,O2,1574,7000,White,Male
9168-1866-7016,9168,Level 1 - Use of Force,2016-01-04T10:02:00,W,M,M1,1866,7016,Hispanic or Latino,Male
9202-1255-7035,9202,Level 1 - Use of Force,2016-01-06T05:31:00,W,Q,Q1,1255,7035,Black or African American,Male
9205-1055-7036,9205,Level 1 - Use of Force,2016-01-06T04:23:00,W,Q,Q1,1055,7036,Black or African American,Male
9248-1602-7069,9248,Level 2 - Use of Force,2016-01-09T15:44:00,S,R,R2,1602,7069,Black or African American,Male
9232-1193-7048,9232,Level 1 - Use of Force,2016-01-08T00:15:00,SW,F,F3,1193,7048,Black or African American,Male
9241-1749-7048,9241,Level 1 - Use of Force,2016-01-08T00:13:00,SW,F,F3,1749,7048,Black or African American,Male
9239-1644-7061,9239,Level 1 - Use of Force,2016-01-08T16:20:00,SW,W,W2,1644,7061,White,Male
9245-1698-7064,9245,Level 1 - Use of Force,2016-01-09T04:20:00,S,R,R3,1698,7064,Black or African American,Male
9176-689-7022,9176,Level 1 - Use of Force,2016-01-04T13:12:00,N,J,J2,689,7022,American Indian/Alaska Native,Male
9139-1775-6465,9139,Level 1 - Use of Force,2016-01-01T21:00:00,W,M,M1,1775,6465,Black or African American,Male
9360-1775-5488,9360,Level 1 - Use of Force,2016-01-01T20:44:00,W,M,M1,1775,5488,,Female
9287-2102-7084,9287,Level 1 - Use of Force,2016-01-11T01:43:00,W,D,D1,2102,7084,,Male
9246-1814-7067,9246,Level 1 - Use of Force,2016-01-09T13:43:00,W,Q,Q3,1814,7067,Black or African American,Male
9255-1633-7067,9255,Level 2 - Use of Force,2016-01-09T13:43:00,W,Q,Q3,1633,7067,Black or African American,Male
9178-1664-7024,9178,Level 1 - Use of Force,2016-01-04T21:30:00,W,K,K3,1664,7024,Nat Hawaiian/Oth Pac Islander,Male
23517-2154-8616,23517,Level 1 - Use of Force,2018-04-03T16:15:00,E,E,E3,2154,8616,,
9235-1850-7058,9235,Level 1 - Use of Force,2016-01-08T09:32:00,E,E,E3,1850,7058,White,Male
9242-1828-7062,9242,Level 1 - Use of Force,2016-01-08T21:27:00,W,K,K3,1828,7062,Black or African American,Female
9289-1101-7085,9289,Level 1 - Use of Force,2016-01-11T21:18:00,S,R,R2,1101,7085,Black or African American,Male
9301-2127-7092,9301,Level 1 - Use of Force,2016-01-12T13:49:00,S,R,R1,2127,7092,White,Female
9155-701-7014,9155,Level 1 - Use of Force,2016-01-03T15:40:00,N,N,N2,701,7014,White,Female
9140-1186-7000,9140,Level 1 - Use of Force,2016-01-01T22:15:00,S,O,O2,1186,7000,White,Male
9231-124-7048,9231,Level 1 - Use of Force,2016-01-08T00:17:00,SW,F,F3,124,7048,Black or African American,Male
9240-1732-7048,9240,Level 1 - Use of Force,2016-01-08T00:13:00,SW,F,F3,1732,7048,Black or African American,Male
9141-1779-6465,9141,Level 1 - Use of Force,2016-01-01T20:39:00,W,M,M1,1779,6465,Black or African American,Male
8420-1896-6440,8420,Level 2 - Use of Force,2015-11-11T21:33:00,N,L,L1,1896,6440,Black or African American,Male
9368-1812-3411,9368,Level 1 - Use of Force,2016-01-17T21:50:00,E,C,C1,1812,3411,Black or African American,Male
9368-1812-7123,9368,Level 1 - Use of Force,2016-01-17T21:50:00,E,C,C1,1812,7123,,Female
9370-1793-3411,9370,Level 1 - Use of Force,2016-01-17T22:08:00,E,C,C1,1793,3411,Black or African American,Male
9372-1807-3411,9372,Level 1 - Use of Force,2016-01-17T22:08:00,E,C,C1,1807,3411,Black or African American,Male
9122-1648-6974,9122,Level 1 - Use of Force,2015-12-30T00:50:00,W,K,K3,1648,6974,Black or African American,Male
9098-1750-6974,9098,Level 1 - Use of Force,2015-12-30T00:50:00,W,K,K3,1750,6974,Black or African American,Male
9099-456-6974,9099,Level 1 - Use of Force,2015-12-30T01:00:00,W,K,K3,456,6974,Black or African American,Male
9100-1552-6974,9100,Level 1 - Use of Force,2015-12-30T00:50:00,W,K,K3,1552,6974,Black or African American,Male
9101-2120-6974,9101,Level 1 - Use of Force,2015-12-30T00:55:00,W,K,K3,2120,6974,Black or African American,Male
9102-1622-6974,9102,Level 1 - Use of Force,2015-12-30T00:53:00,W,K,K3,1622,6974,Black or African American,Male
9103-1167-6974,9103,Level 1 - Use of Force,2015-12-30T00:50:00,W,K,K3,1167,6974,Black or African American,Male
9105-1844-6974,9105,Level 1 - Use of Force,2015-12-30T00:50:00,W,K,K3,1844,6974,Black or African American,Male
9106-1868-6974,9106,Level 1 - Use of Force,2015-12-30T00:50:00,W,K,K3,1868,6974,Black or African American,Male
9108-1778-6974,9108,Level 1 - Use of Force,2015-12-30T00:52:00,W,K,K3,1778,6974,Black or African American,Male
9110-1804-6974,9110,Level 1 - Use of Force,2015-12-30T00:50:00,W,K,K3,1804,6974,Black or African American,Male
9121-1807-6974,9121,Level 1 - Use of Force,2015-12-30T00:50:00,W,K,K3,1807,6974,Black or African American,Male
9284-2115-7082,9284,Level 1 - Use of Force,2016-01-11T16:24:00,E,E,E1,2115,7082,White,Male
9284-2115-7083,9284,Level 1 - Use of Force,2016-01-11T16:24:00,E,E,E1,2115,7083,White,Male
9311-1692-7097,9311,Level 1 - Use of Force,2016-01-13T07:04:00,S,S,S1,1692,7097,,Male
9367-1169-7121,9367,Level 1 - Use of Force,2016-01-17T22:21:00,S,S,S2,1169,7121,,Male
9367-1169-7122,9367,Level 1 - Use of Force,2016-01-17T22:21:00,S,S,S2,1169,7122,,Male
9305-1773-7093,9305,Level 1 - Use of Force,2016-01-12T17:15:00,S,R,R3,1773,7093,,Male
9359-1783-7116,9359,Level 1 - Use of Force,2016-01-16T17:31:00,S,O,O1,1783,7116,White,Male
9374-1739-7126,9374,Level 1 - Use of Force,2016-01-17T10:35:00,S,O,O3,1739,7126,White,Male
14925-1815-12079,14925,Level 1 - Use of Force,2017-03-22T15:41:00,E,E,E1,1815,12079,White,Male
8655-1443-6639,8655,Level 2 - Use of Force,2015-11-30T13:40:00,E,E,E1,1443,6639,White,Male
8656-1821-6639,8656,Level 2 - Use of Force,2015-11-30T13:50:00,E,E,E1,1821,6639,White,Male
9175-462-7020,9175,Level 2 - Use of Force,2015-12-15T15:30:00,W,Q,Q3,462,7020,White,Male
9174-815-7020,9174,Level 2 - Use of Force,2015-12-15T15:30:00,W,Q,Q3,815,7020,White,Male
9381-827-7132,9381,Level 2 - Use of Force,2016-01-17T21:45:00,N,L,L1,827,7132,Black or African American,Male
9380-1600-7132,9380,Level 1 - Use of Force,2016-01-17T22:47:00,N,L,L1,1600,7132,Black or African American,Male
9377-1574-7129,9377,Level 1 - Use of Force,2016-01-14T17:56:00,S,O,O1,1574,7129,Black or African American,Male
9376-1213-7129,9376,Level 1 - Use of Force,2016-01-14T18:06:00,S,O,O3,1213,7129,Black or African American,Male
9375-1218-7130,9375,Level 1 - Use of Force,2016-01-14T18:06:00,S,O,O3,1218,7130,Black or African American,Male
9395-1783-7137,9395,Level 1 - Use of Force,2016-01-18T18:30:00,S,R,R1,1783,7137,,Male
9470-612-7159,9470,Level 1 - Use of Force,2016-01-22T15:42:00,SW,F,F3,612,7159,White,Male
9470-612-7160,9470,Level 1 - Use of Force,2016-01-22T15:42:00,SW,F,F3,612,7160,White,Male
9470-612-7161,9470,Level 1 - Use of Force,2016-01-22T15:42:00,SW,F,F3,612,7161,Black or African American,Male
9473-1178-7159,9473,Level 1 - Use of Force,2016-01-22T15:45:00,SW,F,F3,1178,7159,White,Male
9474-1734-7159,9474,Level 1 - Use of Force,2016-01-22T15:42:00,SW,F,F3,1734,7159,White,Male
9379-414-7131,9379,Level 1 - Use of Force,2016-01-18T15:14:00,SW,F,F2,414,7131,,Male
8955-2096-4154,8955,Level 2 - Use of Force,2015-12-17T10:12:00,W,D,D2,2096,4154,White,Male
28404-1664-13859,28404,Level 1 - Use of Force,2018-06-14T18:03:00,W,M,M3,1664,13859,Black or African American,Male
8667-1769-6647,8667,Level 2 - Use of Force,2015-11-27T15:00:00,W,M,M2,1769,6647,White,Female
9509-578-7189,9509,Level 1 - Use of Force,2016-01-25T19:06:00,E,G,G3,578,7189,Black or African American,Male
9509-578-7190,9509,Level 1 - Use of Force,2016-01-25T19:06:00,E,G,G3,578,7190,Black or African American,Male
9508-1877-7189,9508,Level 1 - Use of Force,2016-01-25T19:00:00,E,G,G3,1877,7189,Black or African American,Male
9286-2141-7081,9286,Level 1 - Use of Force,2016-01-11T15:55:00,N,N,N3,2141,7081,White,Male
9050-1839-6931,9050,Level 1 - Use of Force,2015-12-24T16:29:00,N,N,N3,1839,6931,,Male
9349-1583-7110,9349,Level 1 - Use of Force,2016-01-15T03:00:00,N,B,B3,1583,7110,Black or African American,Male
9399-1118-7141,9399,Level 1 - Use of Force,2016-01-19T00:01:00,W,Q,Q3,1118,7141,Hispanic or Latino,Male
9396-1766-7138,9396,Level 1 - Use of Force,2016-01-19T11:00:00,W,D,D1,1766,7138,,Female
9401-1611-6518,9401,Level 1 - Use of Force,2016-01-19T20:26:00,N,L,L2,1611,6518,Black or African American,Female
9402-969-7142,9402,Level 1 - Use of Force,2016-01-19T22:06:00,N,N,N3,969,7142,White,Male
9400-2143-7142,9400,Level 1 - Use of Force,2016-01-19T21:52:00,N,N,N3,2143,7142,White,Male
9477-1069-7167,9477,Level 1 - Use of Force,2016-01-23T09:38:00,W,D,D3,1069,7167,Black or African American,Male
9492-1473-7176,9492,Level 1 - Use of Force,2016-01-23T23:02:00,W,M,M3,1473,7176,White,Female
9492-1473-7177,9492,Level 1 - Use of Force,2016-01-23T23:02:00,W,M,M3,1473,7177,,Male
